matrix,split,rows,cols,nnz,reference_status,reference_backend,reference_total_s,density_1024_entropy_norm,density_1024_std,density_1024_gini,density_1024_sum,density_1024_backend,density_1024_build_s,density_1024_compute_s,density_1024_total_s,method,normalization,resolution,density_ratio,curve_index,status,compress_backend,compress_s,fft_s,interp_s,total_s,log_mae_interp,entropy_error_interp,radial_error_interp,entropy_error_direct,radial_error_direct,sample_fraction,sample_axis_rows,sample_axis_cols,sample_count,backend,sample_s,compute_s,note
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,spfft_grid,na,55,,5,ok,,,,0.2581344221252948,40.9223334454,0.8519912958145142,0.008840560913085938,0.000535938390551208,0.007860183715820312,0.0005060326130130226,0.005,55.0,55.0,3025.0,gpu_pruned,0.006423113169148564,40.657775910105556,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,spfft_grid,na,110,,6,ok,,,,0.2603568199556321,42.15511250519194,0.8078311681747437,0.0108489990234375,0.0010468760696758885,0.0058078765869140625,0.00020838904038346584,0.01,110.0,110.0,12100.0,gpu_pruned,0.021256741136312485,41.87349894409999,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,spfft_grid,na,221,,7,ok,,,,0.2852785710711032,47.48033724911511,0.7757388353347778,0.00943756103515625,0.00037995117882230436,0.00597381591796875,0.00011081009924242025,0.02,221.0,221.0,48841.0,gpu_pruned,0.11189084709621966,47.08316783094779,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,spfft_grid,na,554,,8,ok,,,,0.2563991982024163,73.62178866635077,0.6589841842651367,0.010236740112304688,0.00035624514186852543,0.004719734191894531,6.334048532333425e-05,0.05,554.0,554.0,306916.0,gpu_pruned,0.6121170171536505,72.7532724509947,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,spfft_grid,na,1108,,9,ok,,,,0.28586406796239316,165.99193657701835,0.5731080770492554,0.00937652587890625,7.362935357398072e-05,0.004801750183105469,2.507316669892167e-05,0.1,1108.0,1108.0,1227664.0,gpu_pruned,2.569296935107559,163.1367755739484,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,sparse_direct_grid,na,2,,0,ok,,,,0.28778700716793537,19.897114103427157,4.369556903839111,0.02652740478515625,0.0022191375538393615,1.1920928955078125e-07,0.0,0.00015625,2.0,2.0,4.0,gpu_direct,0.00019944505766034126,19.60912765120156,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,sparse_direct_grid,na,3,,1,ok,,,,0.23347744112834334,0.2935840191785246,3.602165460586548,0.01950836181640625,0.004102085417864365,7.152557373046875e-07,1.914441273495604e-07,0.0003125,3.0,3.0,9.0,gpu_direct,0.00010040402412414551,0.060006174026057124,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,sparse_direct_grid,na,6,,2,ok,,,,0.23344163107685745,0.23758261906914413,1.283789038658142,0.011898040771484375,0.008699920035104464,0.012954473495483398,0.0017573175736438577,0.000625,6.0,6.0,36.0,gpu_direct,0.00014984002336859703,0.003991147968918085,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,sparse_direct_grid,na,13,,3,ok,,,,0.23346215207129717,0.2379523660056293,1.2357404232025146,0.010562896728515625,0.0043976784361671965,0.0019059181213378906,0.00183676026269781,0.00125,13.0,13.0,169.0,gpu_direct,0.00038965302519500256,0.00410056090913713,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,sparse_direct_grid,na,27,,4,ok,,,,0.23342143301852047,0.2390441382303834,0.9741401076316833,0.0031528472900390625,0.0025082454252302404,0.01205587387084961,0.0012092320054812563,0.0025,27.0,27.0,729.0,gpu_direct,0.0014190750662237406,0.004203630145639181,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,sparse_direct_grid,na,55,,5,ok,,,,0.2333979371469468,0.24369534105062485,0.8521348834037781,0.008831024169921875,0.0005339191491693534,0.007863998413085938,0.0005096968393065839,0.005,55.0,55.0,3025.0,gpu_direct,0.00533466599881649,0.004962737904861569,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,sparse_direct_grid,na,110,,6,ok,,,,0.23383792815729976,0.2629454033449292,0.807965874671936,0.010831832885742188,0.0010472775970463688,0.0058460235595703125,0.00021051097311683588,0.01,110.0,110.0,12100.0,gpu_direct,0.020519935991615057,0.008587539196014404,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,sparse_direct_grid,na,221,,7,ok,,,,0.2335011470131576,0.3391431709751487,0.7757272124290466,0.009435653686523438,0.00037944762834330364,0.005969047546386719,0.00011151083773157638,0.02,221.0,221.0,48841.0,gpu_direct,0.08305071201175451,0.02259131195023656,
CurlCurl_0,full_eval,11083,11083,113343,ok,gpu,0.1622518771328032,0.6434715896391289,0.012499402997865512,0.9944377171647949,967.8921508789062,gpu,1.4191454739775509,0.13780521717853844,1.557183210970834,sparse_direct_grid,na,554,,8,ok,,,,0.23936473787762225,0.984972010133788,0.6589803099632263,0.010232925415039062,0.0003567348136173695,0.004717826843261719,6.375099241443454e-05,0.05,554.0,554.0,306916.0,gpu_direct,0.6055539860390127,0.14005328621715307,
